eCM, nPile, seed, R
7000, 2, 32369, 0.4
7000, 2, 32369, 0.5
7000, 2, 32369, 0.6
7000, 3, 32005, 0.4
7000, 3, 32005, 0.5
7000, 3, 32005, 0.6
7000, 4, 11839, 0.4
7000, 4, 11839, 0.5
7000, 4, 11839, 0.6
7000, 5, 22117, 0.4
7000, 5, 22117, 0.5
7000, 5, 22117, 0.6
7000, 6, 12208, 0.4
7000, 6, 12208, 0.5
7000, 6, 12208, 0.6
7000, 7, 2262, 0.4
7000, 7, 2262, 0.5
7000, 7, 2262, 0.6
7000, 8, 14614, 0.4
7000, 8, 14614, 0.5
7000, 8, 14614, 0.6
7000, 9, 31174, 0.4
7000, 9, 31174, 0.5
7000, 9, 31174, 0.6
7000, 10, 4602, 0.4
7000, 10, 4602, 0.5
7000, 10, 4602, 0.6
7000, 11, 1893, 0.4
7000, 11, 1893, 0.5
7000, 11, 1893, 0.6
7000, 12, 19360, 0.4
7000, 12, 19360, 0.5
7000, 12, 19360, 0.6
7000, 13, 10059, 0.4
7000, 13, 10059, 0.5
7000, 13, 10059, 0.6
7000, 14, 23900, 0.4
7000, 14, 23900, 0.5
7000, 14, 23900, 0.6
7000, 15, 3083, 0.4
7000, 15, 3083, 0.5
7000, 15, 3083, 0.6
7000, 16, 25259, 0.4
7000, 16, 25259, 0.5
7000, 16, 25259, 0.6
7000, 17, 31073, 0.4
7000, 17, 31073, 0.5
7000, 17, 31073, 0.6
7000, 18, 28782, 0.4
7000, 18, 28782, 0.5
7000, 18, 28782, 0.6
7000, 19, 7281, 0.4
7000, 19, 7281, 0.5
7000, 19, 7281, 0.6
7000, 20, 31970, 0.4
7000, 20, 31970, 0.5
7000, 20, 31970, 0.6
7000, 21, 32448, 0.4
7000, 21, 32448, 0.5
7000, 21, 32448, 0.6
7000, 22, 6889, 0.4
7000, 22, 6889, 0.5
7000, 22, 6889, 0.6
7000, 23, 2858, 0.4
7000, 23, 2858, 0.5
7000, 23, 2858, 0.6
7000, 24, 10273, 0.4
7000, 24, 10273, 0.5
7000, 24, 10273, 0.6
7000, 25, 15052, 0.4
7000, 25, 15052, 0.5
7000, 25, 15052, 0.6
7000, 26, 23052, 0.4
7000, 26, 23052, 0.5
7000, 26, 23052, 0.6
7000, 27, 31081, 0.4
7000, 27, 31081, 0.5
7000, 27, 31081, 0.6
7000, 28, 7235, 0.4
7000, 28, 7235, 0.5
7000, 28, 7235, 0.6
7000, 29, 14346, 0.4
7000, 29, 14346, 0.5
7000, 29, 14346, 0.6
7000, 30, 18554, 0.4
7000, 30, 18554, 0.5
7000, 30, 18554, 0.6
7000, 31, 5942, 0.4
7000, 31, 5942, 0.5
7000, 31, 5942, 0.6
7000, 32, 32141, 0.4
7000, 32, 32141, 0.5
7000, 32, 32141, 0.6
7000, 33, 23459, 0.4
7000, 33, 23459, 0.5
7000, 33, 23459, 0.6
7000, 34, 27218, 0.4
7000, 34, 27218, 0.5
7000, 34, 27218, 0.6
7000, 35, 27264, 0.4
7000, 35, 27264, 0.5
7000, 35, 27264, 0.6
7000, 36, 19565, 0.4
7000, 36, 19565, 0.5
7000, 36, 19565, 0.6
7000, 37, 18450, 0.4
