eCM, nPile, seed, R
7000, 2, 16661, 0.4
7000, 2, 16661, 0.5
7000, 2, 16661, 0.6
7000, 3, 32457, 0.4
7000, 3, 32457, 0.5
7000, 3, 32457, 0.6
7000, 4, 26418, 0.4
7000, 4, 26418, 0.5
7000, 4, 26418, 0.6
7000, 5, 19694, 0.4
7000, 5, 19694, 0.5
7000, 5, 19694, 0.6
7000, 6, 16191, 0.4
7000, 6, 16191, 0.5
7000, 6, 16191, 0.6
7000, 7, 2625, 0.4
7000, 7, 2625, 0.5
7000, 7, 2625, 0.6
7000, 8, 50, 0.4
7000, 8, 50, 0.5
7000, 8, 50, 0.6
7000, 9, 32080, 0.4
7000, 9, 32080, 0.5
7000, 9, 32080, 0.6
7000, 10, 26061, 0.4
7000, 10, 26061, 0.5
7000, 10, 26061, 0.6
7000, 11, 10219, 0.4
7000, 11, 10219, 0.5
7000, 11, 10219, 0.6
7000, 12, 31005, 0.4
7000, 12, 31005, 0.5
7000, 12, 31005, 0.6
7000, 13, 3504, 0.4
7000, 13, 3504, 0.5
7000, 13, 3504, 0.6
7000, 14, 16641, 0.4
7000, 14, 16641, 0.5
7000, 14, 16641, 0.6
7000, 15, 27036, 0.4
7000, 15, 27036, 0.5
7000, 15, 27036, 0.6
7000, 16, 19084, 0.4
7000, 16, 19084, 0.5
7000, 16, 19084, 0.6
7000, 17, 897, 0.4
7000, 17, 897, 0.5
7000, 17, 897, 0.6
7000, 18, 16861, 0.4
7000, 18, 16861, 0.5
7000, 18, 16861, 0.6
7000, 19, 25035, 0.4
7000, 19, 25035, 0.5
7000, 19, 25035, 0.6
7000, 20, 30182, 0.4
7000, 20, 30182, 0.5
7000, 20, 30182, 0.6
7000, 21, 7617, 0.4
7000, 21, 7617, 0.5
7000, 21, 7617, 0.6
7000, 22, 4530, 0.4
7000, 22, 4530, 0.5
7000, 22, 4530, 0.6
7000, 23, 31058, 0.4
7000, 23, 31058, 0.5
7000, 23, 31058, 0.6
7000, 24, 8317, 0.4
7000, 24, 8317, 0.5
7000, 24, 8317, 0.6
7000, 25, 17385, 0.4
7000, 25, 17385, 0.5
7000, 25, 17385, 0.6
7000, 26, 6668, 0.4
7000, 26, 6668, 0.5
7000, 26, 6668, 0.6
7000, 27, 17298, 0.4
7000, 27, 17298, 0.5
7000, 27, 17298, 0.6
7000, 28, 31928, 0.4
7000, 28, 31928, 0.5
7000, 28, 31928, 0.6
7000, 29, 13775, 0.4
7000, 29, 13775, 0.5
7000, 29, 13775, 0.6
7000, 30, 28962, 0.4
7000, 30, 28962, 0.5
7000, 30, 28962, 0.6
7000, 31, 10020, 0.4
7000, 31, 10020, 0.5
7000, 31, 10020, 0.6
7000, 32, 32550, 0.4
7000, 32, 32550, 0.5
7000, 32, 32550, 0.6
7000, 33, 29916, 0.4
7000, 33, 29916, 0.5
7000, 33, 29916, 0.6
7000, 34, 29324, 0.4
7000, 34, 29324, 0.5
7000, 34, 29324, 0.6
7000, 35, 25400, 0.4
7000, 35, 25400, 0.5
7000, 35, 25400, 0.6
7000, 36, 5062, 0.4
7000, 36, 5062, 0.5
7000, 36, 5062, 0.6
7000, 37, 20198, 0.4
7000, 37, 20198, 0.5
7000, 37, 20198, 0.6
7000, 38, 474, 0.4
7000, 38, 474, 0.5
7000, 38, 474, 0.6
7000, 39, 14128, 0.4
7000, 39, 14128, 0.5
7000, 39, 14128, 0.6
7000, 40, 1536, 0.4
7000, 40, 1536, 0.5
7000, 40, 1536, 0.6
7000, 41, 5461, 0.4
7000, 41, 5461, 0.5
7000, 41, 5461, 0.6
7000, 42, 15372, 0.4
7000, 42, 15372, 0.5
7000, 42, 15372, 0.6
7000, 43, 1742, 0.4
7000, 43, 1742, 0.5
7000, 43, 1742, 0.6
7000, 44, 31730, 0.4
7000, 44, 31730, 0.5
7000, 44, 31730, 0.6
7000, 45, 10372, 0.4
7000, 45, 10372, 0.5
7000, 45, 10372, 0.6
7000, 46, 8240, 0.4
7000, 46, 8240, 0.5
7000, 46, 8240, 0.6
7000, 47, 32118, 0.4
7000, 47, 32118, 0.5
7000, 47, 32118, 0.6
7000, 48, 540, 0.4
7000, 48, 540, 0.5
7000, 48, 540, 0.6
7000, 49, 13471, 0.4
7000, 49, 13471, 0.5
7000, 49, 13471, 0.6
7000, 50, 2675, 0.4
7000, 50, 2675, 0.5
7000, 50, 2675, 0.6
14000, 2, 14410, 0.4
14000, 2, 14410, 0.5
14000, 2, 14410, 0.6
14000, 3, 22014, 0.4
14000, 3, 22014, 0.5
14000, 3, 22014, 0.6
