eCM, nPile, seed, R
7000, 2, 4014, 0.4
7000, 2, 4014, 0.5
7000, 2, 4014, 0.6
7000, 3, 16650, 0.4
7000, 3, 16650, 0.5
7000, 3, 16650, 0.6
7000, 4, 13150, 0.4
7000, 4, 13150, 0.5
7000, 4, 13150, 0.6
7000, 5, 16038, 0.4
7000, 5, 16038, 0.5
7000, 5, 16038, 0.6
7000, 6, 10714, 0.4
7000, 6, 10714, 0.5
7000, 6, 10714, 0.6
7000, 7, 28782, 0.4
7000, 7, 28782, 0.5
7000, 7, 28782, 0.6
7000, 8, 31320, 0.4
7000, 8, 31320, 0.5
7000, 8, 31320, 0.6
7000, 9, 31309, 0.4
7000, 9, 31309, 0.5
7000, 9, 31309, 0.6
7000, 10, 6799, 0.4
7000, 10, 6799, 0.5
7000, 10, 6799, 0.6
7000, 11, 19476, 0.4
7000, 11, 19476, 0.5
7000, 11, 19476, 0.6
7000, 12, 26920, 0.4
7000, 12, 26920, 0.5
7000, 12, 26920, 0.6
7000, 13, 26825, 0.4
7000, 13, 26825, 0.5
7000, 13, 26825, 0.6
7000, 14, 8152, 0.4
7000, 14, 8152, 0.5
7000, 14, 8152, 0.6
7000, 15, 28311, 0.4
7000, 15, 28311, 0.5
7000, 15, 28311, 0.6
7000, 16, 13633, 0.4
7000, 16, 13633, 0.5
7000, 16, 13633, 0.6
7000, 17, 439, 0.4
7000, 17, 439, 0.5
7000, 17, 439, 0.6
7000, 18, 18386, 0.4
7000, 18, 18386, 0.5
7000, 18, 18386, 0.6
7000, 19, 23285, 0.4
7000, 19, 23285, 0.5
7000, 19, 23285, 0.6
7000, 20, 14575, 0.4
7000, 20, 14575, 0.5
7000, 20, 14575, 0.6
7000, 21, 9323, 0.4
7000, 21, 9323, 0.5
7000, 21, 9323, 0.6
7000, 22, 3136, 0.4
7000, 22, 3136, 0.5
7000, 22, 3136, 0.6
7000, 23, 31288, 0.4
7000, 23, 31288, 0.5
7000, 23, 31288, 0.6
7000, 24, 19386, 0.4
7000, 24, 19386, 0.5
7000, 24, 19386, 0.6
7000, 25, 19058, 0.4
7000, 25, 19058, 0.5
7000, 25, 19058, 0.6
7000, 26, 20577, 0.4
7000, 26, 20577, 0.5
7000, 26, 20577, 0.6
7000, 27, 25300, 0.4
7000, 27, 25300, 0.5
7000, 27, 25300, 0.6
7000, 28, 32163, 0.4
7000, 28, 32163, 0.5
7000, 28, 32163, 0.6
7000, 29, 12079, 0.4
7000, 29, 12079, 0.5
7000, 29, 12079, 0.6
7000, 30, 31770, 0.4
7000, 30, 31770, 0.5
7000, 30, 31770, 0.6
7000, 31, 20273, 0.4
7000, 31, 20273, 0.5
7000, 31, 20273, 0.6
7000, 32, 20090, 0.4
7000, 32, 20090, 0.5
7000, 32, 20090, 0.6
7000, 33, 27326, 0.4
7000, 33, 27326, 0.5
7000, 33, 27326, 0.6
7000, 34, 749, 0.4
7000, 34, 749, 0.5
7000, 34, 749, 0.6
7000, 35, 14793, 0.4
7000, 35, 14793, 0.5
7000, 35, 14793, 0.6
7000, 36, 24808, 0.4
7000, 36, 24808, 0.5
7000, 36, 24808, 0.6
7000, 37, 16856, 0.4
7000, 37, 16856, 0.5
7000, 37, 16856, 0.6
7000, 38, 31023, 0.4
7000, 38, 31023, 0.5
7000, 38, 31023, 0.6
7000, 39, 17255, 0.4
7000, 39, 17255, 0.5
7000, 39, 17255, 0.6
7000, 40, 16247, 0.4
7000, 40, 16247, 0.5
7000, 40, 16247, 0.6
7000, 41, 25151, 0.4
7000, 41, 25151, 0.5
7000, 41, 25151, 0.6
7000, 42, 25916, 0.4
7000, 42, 25916, 0.5
7000, 42, 25916, 0.6
7000, 43, 31242, 0.4
7000, 43, 31242, 0.5
7000, 43, 31242, 0.6
7000, 44, 31920, 0.4
7000, 44, 31920, 0.5
7000, 44, 31920, 0.6
7000, 45, 20614, 0.4
7000, 45, 20614, 0.5
7000, 45, 20614, 0.6
7000, 46, 18327, 0.4
7000, 46, 18327, 0.5
7000, 46, 18327, 0.6
7000, 47, 14483, 0.4
7000, 47, 14483, 0.5
7000, 47, 14483, 0.6
7000, 48, 30951, 0.4
7000, 48, 30951, 0.5
7000, 48, 30951, 0.6
7000, 49, 20029, 0.4
7000, 49, 20029, 0.5
7000, 49, 20029, 0.6
7000, 50, 12193, 0.4
7000, 50, 12193, 0.5
7000, 50, 12193, 0.6
14000, 2, 4584, 0.4
14000, 2, 4584, 0.5
14000, 2, 4584, 0.6
14000, 3, 14258, 0.4
14000, 3, 14258, 0.5
14000, 3, 14258, 0.6
14000, 4, 25418, 0.4
14000, 4, 25418, 0.5
14000, 4, 25418, 0.6
14000, 5, 15520, 0.4
14000, 5, 15520, 0.5
14000, 5, 15520, 0.6
14000, 6, 1762, 0.4
14000, 6, 1762, 0.5
14000, 6, 1762, 0.6
14000, 7, 8238, 0.4
14000, 7, 8238, 0.5
14000, 7, 8238, 0.6
14000, 8, 31061, 0.4
14000, 8, 31061, 0.5
14000, 8, 31061, 0.6
14000, 9, 27522, 0.4
14000, 9, 27522, 0.5
14000, 9, 27522, 0.6
14000, 10, 27759, 0.4
14000, 10, 27759, 0.5
14000, 10, 27759, 0.6
14000, 11, 13844, 0.4
14000, 11, 13844, 0.5
14000, 11, 13844, 0.6
14000, 12, 3440, 0.4
14000, 12, 3440, 0.5
14000, 12, 3440, 0.6
14000, 13, 1636, 0.4
14000, 13, 1636, 0.5
14000, 13, 1636, 0.6
14000, 14, 15405, 0.4
14000, 14, 15405, 0.5
14000, 14, 15405, 0.6
14000, 15, 29449, 0.4
14000, 15, 29449, 0.5
14000, 15, 29449, 0.6
14000, 16, 11484, 0.4
14000, 16, 11484, 0.5
14000, 16, 11484, 0.6
14000, 17, 17160, 0.4
14000, 17, 17160, 0.5
14000, 17, 17160, 0.6
14000, 18, 27544, 0.4
14000, 18, 27544, 0.5
14000, 18, 27544, 0.6
14000, 19, 1390, 0.4
14000, 19, 1390, 0.5
14000, 19, 1390, 0.6
14000, 20, 5822, 0.4
14000, 20, 5822, 0.5
14000, 20, 5822, 0.6
14000, 21, 24922, 0.4
14000, 21, 24922, 0.5
14000, 21, 24922, 0.6
14000, 22, 31645, 0.4
14000, 22, 31645, 0.5
14000, 22, 31645, 0.6
14000, 23, 16251, 0.4
14000, 23, 16251, 0.5
14000, 23, 16251, 0.6
14000, 24, 30889, 0.4
14000, 24, 30889, 0.5
14000, 24, 30889, 0.6
14000, 25, 16708, 0.4
14000, 25, 16708, 0.5
14000, 25, 16708, 0.6
14000, 26, 8958, 0.4
14000, 26, 8958, 0.5
14000, 26, 8958, 0.6
14000, 27, 3326, 0.4
14000, 27, 3326, 0.5
14000, 27, 3326, 0.6
14000, 28, 7673, 0.4
14000, 28, 7673, 0.5
14000, 28, 7673, 0.6
14000, 29, 8468, 0.4
14000, 29, 8468, 0.5
14000, 29, 8468, 0.6
14000, 30, 32363, 0.4
14000, 30, 32363, 0.5
14000, 30, 32363, 0.6
14000, 31, 21920, 0.4
14000, 31, 21920, 0.5
14000, 31, 21920, 0.6
14000, 32, 10150, 0.4
14000, 32, 10150, 0.5
14000, 32, 10150, 0.6
14000, 33, 11545, 0.4
14000, 33, 11545, 0.5
14000, 33, 11545, 0.6
14000, 34, 8856, 0.4
14000, 34, 8856, 0.5
14000, 34, 8856, 0.6
14000, 35, 19478, 0.4
14000, 35, 19478, 0.5
14000, 35, 19478, 0.6
14000, 36, 90, 0.4
14000, 36, 90, 0.5
14000, 36, 90, 0.6
14000, 37, 22461, 0.4
14000, 37, 22461, 0.5
14000, 37, 22461, 0.6
14000, 38, 146, 0.4
14000, 38, 146, 0.5
14000, 38, 146, 0.6
14000, 39, 15393, 0.4
14000, 39, 15393, 0.5
14000, 39, 15393, 0.6
14000, 40, 14497, 0.4
14000, 40, 14497, 0.5
14000, 40, 14497, 0.6
14000, 41, 9975, 0.4
14000, 41, 9975, 0.5
14000, 41, 9975, 0.6
14000, 42, 31391, 0.4
14000, 42, 31391, 0.5
14000, 42, 31391, 0.6
14000, 43, 2734, 0.4
14000, 43, 2734, 0.5
14000, 43, 2734, 0.6
14000, 44, 31852, 0.4
14000, 44, 31852, 0.5
14000, 44, 31852, 0.6
14000, 45, 17976, 0.4
14000, 45, 17976, 0.5
14000, 45, 17976, 0.6
14000, 46, 22307, 0.4
14000, 46, 22307, 0.5
14000, 46, 22307, 0.6
14000, 47, 31079, 0.4
14000, 47, 31079, 0.5
14000, 47, 31079, 0.6
14000, 48, 11807, 0.4
14000, 48, 11807, 0.5
14000, 48, 11807, 0.6
14000, 49, 16898, 0.4
14000, 49, 16898, 0.5
14000, 49, 16898, 0.6
14000, 50, 17665, 0.4
14000, 50, 17665, 0.5
14000, 50, 17665, 0.6
