eCM, nPile, seed, R
7000, 2, 7240, 0.4
7000, 2, 7240, 0.5
7000, 2, 7240, 0.6
7000, 3, 26828, 0.4
7000, 3, 26828, 0.5
7000, 3, 26828, 0.6
7000, 4, 32511, 0.4
7000, 4, 32511, 0.5
7000, 4, 32511, 0.6
7000, 5, 14170, 0.4
7000, 5, 14170, 0.5
7000, 5, 14170, 0.6
7000, 6, 17170, 0.4
7000, 6, 17170, 0.5
7000, 6, 17170, 0.6
7000, 7, 5403, 0.4
7000, 7, 5403, 0.5
7000, 7, 5403, 0.6
7000, 8, 19474, 0.4
7000, 8, 19474, 0.5
7000, 8, 19474, 0.6
7000, 9, 24418, 0.4
7000, 9, 24418, 0.5
7000, 9, 24418, 0.6
7000, 10, 26911, 0.4
7000, 10, 26911, 0.5
7000, 10, 26911, 0.6
7000, 11, 3789, 0.4
7000, 11, 3789, 0.5
7000, 11, 3789, 0.6
7000, 12, 2860, 0.4
7000, 12, 2860, 0.5
7000, 12, 2860, 0.6
7000, 13, 17570, 0.4
7000, 13, 17570, 0.5
7000, 13, 17570, 0.6
7000, 14, 6992, 0.4
7000, 14, 6992, 0.5
7000, 14, 6992, 0.6
7000, 15, 21501, 0.4
7000, 15, 21501, 0.5
7000, 15, 21501, 0.6
7000, 16, 15816, 0.4
7000, 16, 15816, 0.5
7000, 16, 15816, 0.6
7000, 17, 27787, 0.4
7000, 17, 27787, 0.5
7000, 17, 27787, 0.6
7000, 18, 25382, 0.4
7000, 18, 25382, 0.5
7000, 18, 25382, 0.6
7000, 19, 6734, 0.4
7000, 19, 6734, 0.5
7000, 19, 6734, 0.6
7000, 20, 5880, 0.4
7000, 20, 5880, 0.5
7000, 20, 5880, 0.6
7000, 21, 13777, 0.4
7000, 21, 13777, 0.5
7000, 21, 13777, 0.6
7000, 22, 32210, 0.4
7000, 22, 32210, 0.5
7000, 22, 32210, 0.6
7000, 23, 6871, 0.4
7000, 23, 6871, 0.5
7000, 23, 6871, 0.6
7000, 24, 22728, 0.4
7000, 24, 22728, 0.5
7000, 24, 22728, 0.6
7000, 25, 26876, 0.4
7000, 25, 26876, 0.5
7000, 25, 26876, 0.6
7000, 26, 21632, 0.4
7000, 26, 21632, 0.5
7000, 26, 21632, 0.6
7000, 27, 31632, 0.4
7000, 27, 31632, 0.5
7000, 27, 31632, 0.6
7000, 28, 206, 0.4
7000, 28, 206, 0.5
7000, 28, 206, 0.6
7000, 29, 639, 0.4
7000, 29, 639, 0.5
7000, 29, 639, 0.6
7000, 30, 1412, 0.4
7000, 30, 1412, 0.5
7000, 30, 1412, 0.6
7000, 31, 27266, 0.4
7000, 31, 27266, 0.5
7000, 31, 27266, 0.6
7000, 32, 10211, 0.4
7000, 32, 10211, 0.5
7000, 32, 10211, 0.6
7000, 33, 31559, 0.4
7000, 33, 31559, 0.5
7000, 33, 31559, 0.6
7000, 34, 19019, 0.4
7000, 34, 19019, 0.5
7000, 34, 19019, 0.6
7000, 35, 9543, 0.4
7000, 35, 9543, 0.5
7000, 35, 9543, 0.6
7000, 36, 440, 0.4
7000, 36, 440, 0.5
7000, 36, 440, 0.6
7000, 37, 11543, 0.4
7000, 37, 11543, 0.5
7000, 37, 11543, 0.6
7000, 38, 4216, 0.4
7000, 38, 4216, 0.5
7000, 38, 4216, 0.6
7000, 39, 3212, 0.4
7000, 39, 3212, 0.5
7000, 39, 3212, 0.6
7000, 40, 4707, 0.4
7000, 40, 4707, 0.5
7000, 40, 4707, 0.6
7000, 41, 19702, 0.4
7000, 41, 19702, 0.5
7000, 41, 19702, 0.6
7000, 42, 32011, 0.4
7000, 42, 32011, 0.5
7000, 42, 32011, 0.6
7000, 43, 13957, 0.4
7000, 43, 13957, 0.5
7000, 43, 13957, 0.6
7000, 44, 12241, 0.4
7000, 44, 12241, 0.5
7000, 44, 12241, 0.6
7000, 45, 1974, 0.4
7000, 45, 1974, 0.5
7000, 45, 1974, 0.6
7000, 46, 24456, 0.4
7000, 46, 24456, 0.5
7000, 46, 24456, 0.6
7000, 47, 31902, 0.4
7000, 47, 31902, 0.5
7000, 47, 31902, 0.6
7000, 48, 6832, 0.4
7000, 48, 6832, 0.5
7000, 48, 6832, 0.6
7000, 49, 30091, 0.4
7000, 49, 30091, 0.5
7000, 49, 30091, 0.6
7000, 50, 19087, 0.4
7000, 50, 19087, 0.5
7000, 50, 19087, 0.6
14000, 2, 5135, 0.4
14000, 2, 5135, 0.5
14000, 2, 5135, 0.6
14000, 3, 9367, 0.4
14000, 3, 9367, 0.5
14000, 3, 9367, 0.6
14000, 4, 28062, 0.4
14000, 4, 28062, 0.5
14000, 4, 28062, 0.6
14000, 5, 22167, 0.4
14000, 5, 22167, 0.5
14000, 5, 22167, 0.6
14000, 6, 394, 0.4
14000, 6, 394, 0.5
14000, 6, 394, 0.6
14000, 7, 23916, 0.4
14000, 7, 23916, 0.5
14000, 7, 23916, 0.6
14000, 8, 14381, 0.4
14000, 8, 14381, 0.5
14000, 8, 14381, 0.6
14000, 9, 24694, 0.4
14000, 9, 24694, 0.5
14000, 9, 24694, 0.6
14000, 10, 10571, 0.4
14000, 10, 10571, 0.5
14000, 10, 10571, 0.6
14000, 11, 14866, 0.4
14000, 11, 14866, 0.5
14000, 11, 14866, 0.6
14000, 12, 16193, 0.4
14000, 12, 16193, 0.5
14000, 12, 16193, 0.6
14000, 13, 7780, 0.4
14000, 13, 7780, 0.5
14000, 13, 7780, 0.6
14000, 14, 29126, 0.4
14000, 14, 29126, 0.5
14000, 14, 29126, 0.6
14000, 15, 19819, 0.4
14000, 15, 19819, 0.5
14000, 15, 19819, 0.6
14000, 16, 25109, 0.4
14000, 16, 25109, 0.5
14000, 16, 25109, 0.6
14000, 17, 6605, 0.4
14000, 17, 6605, 0.5
14000, 17, 6605, 0.6
14000, 18, 3210, 0.4
14000, 18, 3210, 0.5
14000, 18, 3210, 0.6
14000, 19, 24099, 0.4
14000, 19, 24099, 0.5
14000, 19, 24099, 0.6
14000, 20, 8851, 0.4
14000, 20, 8851, 0.5
14000, 20, 8851, 0.6
14000, 21, 13844, 0.4
14000, 21, 13844, 0.5
14000, 21, 13844, 0.6
14000, 22, 13927, 0.4
14000, 22, 13927, 0.5
14000, 22, 13927, 0.6
14000, 23, 20646, 0.4
14000, 23, 20646, 0.5
14000, 23, 20646, 0.6
14000, 24, 5628, 0.4
14000, 24, 5628, 0.5
14000, 24, 5628, 0.6
14000, 25, 3363, 0.4
14000, 25, 3363, 0.5
14000, 25, 3363, 0.6
14000, 26, 6645, 0.4
14000, 26, 6645, 0.5
14000, 26, 6645, 0.6
14000, 27, 25061, 0.4
14000, 27, 25061, 0.5
14000, 27, 25061, 0.6
14000, 28, 16218, 0.4
14000, 28, 16218, 0.5
14000, 28, 16218, 0.6
14000, 29, 26892, 0.4
14000, 29, 26892, 0.5
14000, 29, 26892, 0.6
14000, 30, 19914, 0.4
14000, 30, 19914, 0.5
14000, 30, 19914, 0.6
14000, 31, 11569, 0.4
14000, 31, 11569, 0.5
14000, 31, 11569, 0.6
14000, 32, 11983, 0.4
14000, 32, 11983, 0.5
14000, 32, 11983, 0.6
14000, 33, 14136, 0.4
14000, 33, 14136, 0.5
14000, 33, 14136, 0.6
14000, 34, 3790, 0.4
14000, 34, 3790, 0.5
14000, 34, 3790, 0.6
14000, 35, 5357, 0.4
14000, 35, 5357, 0.5
14000, 35, 5357, 0.6
14000, 36, 10474, 0.4
14000, 36, 10474, 0.5
14000, 36, 10474, 0.6
14000, 37, 17773, 0.4
14000, 37, 17773, 0.5
14000, 37, 17773, 0.6
14000, 38, 17449, 0.4
14000, 38, 17449, 0.5
14000, 38, 17449, 0.6
14000, 39, 1221, 0.4
14000, 39, 1221, 0.5
14000, 39, 1221, 0.6
14000, 40, 27971, 0.4
14000, 40, 27971, 0.5
14000, 40, 27971, 0.6
14000, 41, 27788, 0.4
14000, 41, 27788, 0.5
14000, 41, 27788, 0.6
14000, 42, 10199, 0.4
14000, 42, 10199, 0.5
14000, 42, 10199, 0.6
14000, 43, 16009, 0.4
14000, 43, 16009, 0.5
14000, 43, 16009, 0.6
14000, 44, 17209, 0.4
14000, 44, 17209, 0.5
14000, 44, 17209, 0.6
14000, 45, 4676, 0.4
14000, 45, 4676, 0.5
14000, 45, 4676, 0.6
14000, 46, 25130, 0.4
14000, 46, 25130, 0.5
14000, 46, 25130, 0.6
14000, 47, 26318, 0.4
14000, 47, 26318, 0.5
14000, 47, 26318, 0.6
14000, 48, 14708, 0.4
14000, 48, 14708, 0.5
14000, 48, 14708, 0.6
14000, 49, 7082, 0.4
14000, 49, 7082, 0.5
14000, 49, 7082, 0.6
14000, 50, 21500, 0.4
14000, 50, 21500, 0.5
14000, 50, 21500, 0.6
