eCM, nPile, seed, R
7000, 2, 17377, 0.4
7000, 2, 17377, 0.5
7000, 2, 17377, 0.6
7000, 3, 6904, 0.4
7000, 3, 6904, 0.5
7000, 3, 6904, 0.6
7000, 4, 25002, 0.4
7000, 4, 25002, 0.5
7000, 4, 25002, 0.6
7000, 5, 1688, 0.4
7000, 5, 1688, 0.5
7000, 5, 1688, 0.6
7000, 6, 13891, 0.4
7000, 6, 13891, 0.5
7000, 6, 13891, 0.6
7000, 7, 16042, 0.4
7000, 7, 16042, 0.5
7000, 7, 16042, 0.6
7000, 8, 22241, 0.4
7000, 8, 22241, 0.5
7000, 8, 22241, 0.6
7000, 9, 6372, 0.4
7000, 9, 6372, 0.5
7000, 9, 6372, 0.6
7000, 10, 26919, 0.4
7000, 10, 26919, 0.5
7000, 10, 26919, 0.6
7000, 11, 18619, 0.4
7000, 11, 18619, 0.5
7000, 11, 18619, 0.6
7000, 12, 18537, 0.4
7000, 12, 18537, 0.5
7000, 12, 18537, 0.6
7000, 13, 16911, 0.4
7000, 13, 16911, 0.5
7000, 13, 16911, 0.6
7000, 14, 14629, 0.4
7000, 14, 14629, 0.5
7000, 14, 14629, 0.6
7000, 15, 19427, 0.4
7000, 15, 19427, 0.5
7000, 15, 19427, 0.6
7000, 16, 24345, 0.4
7000, 16, 24345, 0.5
7000, 16, 24345, 0.6
7000, 17, 15436, 0.4
7000, 17, 15436, 0.5
7000, 17, 15436, 0.6
7000, 18, 16034, 0.4
7000, 18, 16034, 0.5
7000, 18, 16034, 0.6
7000, 19, 16931, 0.4
7000, 19, 16931, 0.5
7000, 19, 16931, 0.6
7000, 20, 21686, 0.4
7000, 20, 21686, 0.5
7000, 20, 21686, 0.6
7000, 21, 13840, 0.4
7000, 21, 13840, 0.5
7000, 21, 13840, 0.6
7000, 22, 11317, 0.4
7000, 22, 11317, 0.5
7000, 22, 11317, 0.6
7000, 23, 472, 0.4
7000, 23, 472, 0.5
7000, 23, 472, 0.6
7000, 24, 15031, 0.4
7000, 24, 15031, 0.5
7000, 24, 15031, 0.6
7000, 25, 7000, 0.4
7000, 25, 7000, 0.5
7000, 25, 7000, 0.6
7000, 26, 22746, 0.4
7000, 26, 22746, 0.5
7000, 26, 22746, 0.6
7000, 27, 8943, 0.4
7000, 27, 8943, 0.5
7000, 27, 8943, 0.6
7000, 28, 21574, 0.4
7000, 28, 21574, 0.5
7000, 28, 21574, 0.6
7000, 29, 27903, 0.4
7000, 29, 27903, 0.5
7000, 29, 27903, 0.6
7000, 30, 30437, 0.4
7000, 30, 30437, 0.5
7000, 30, 30437, 0.6
7000, 31, 31217, 0.4
