eCM, nPile, seed, R
7000, 2, 13536, 0.4
7000, 2, 13536, 0.5
7000, 2, 13536, 0.6
7000, 3, 25776, 0.4
7000, 3, 25776, 0.5
7000, 3, 25776, 0.6
7000, 4, 6773, 0.4
7000, 4, 6773, 0.5
7000, 4, 6773, 0.6
7000, 5, 6195, 0.4
7000, 5, 6195, 0.5
7000, 5, 6195, 0.6
7000, 6, 17433, 0.4
7000, 6, 17433, 0.5
7000, 6, 17433, 0.6
7000, 7, 30399, 0.4
7000, 7, 30399, 0.5
7000, 7, 30399, 0.6
7000, 8, 8721, 0.4
7000, 8, 8721, 0.5
7000, 8, 8721, 0.6
7000, 9, 18831, 0.4
7000, 9, 18831, 0.5
7000, 9, 18831, 0.6
7000, 10, 14085, 0.4
7000, 10, 14085, 0.5
7000, 10, 14085, 0.6
7000, 11, 25567, 0.4
7000, 11, 25567, 0.5
7000, 11, 25567, 0.6
7000, 12, 31187, 0.4
7000, 12, 31187, 0.5
7000, 12, 31187, 0.6
7000, 13, 30703, 0.4
7000, 13, 30703, 0.5
7000, 13, 30703, 0.6
7000, 14, 30657, 0.4
7000, 14, 30657, 0.5
7000, 14, 30657, 0.6
7000, 15, 20966, 0.4
7000, 15, 20966, 0.5
7000, 15, 20966, 0.6
7000, 16, 11054, 0.4
7000, 16, 11054, 0.5
7000, 16, 11054, 0.6
7000, 17, 31426, 0.4
7000, 17, 31426, 0.5
7000, 17, 31426, 0.6
7000, 18, 6374, 0.4
7000, 18, 6374, 0.5
7000, 18, 6374, 0.6
7000, 19, 24623, 0.4
7000, 19, 24623, 0.5
7000, 19, 24623, 0.6
7000, 20, 20484, 0.4
7000, 20, 20484, 0.5
7000, 20, 20484, 0.6
7000, 21, 2585, 0.4
7000, 21, 2585, 0.5
7000, 21, 2585, 0.6
7000, 22, 13352, 0.4
7000, 22, 13352, 0.5
7000, 22, 13352, 0.6
7000, 23, 25692, 0.4
7000, 23, 25692, 0.5
7000, 23, 25692, 0.6
7000, 24, 29015, 0.4
7000, 24, 29015, 0.5
7000, 24, 29015, 0.6
7000, 25, 16062, 0.4
7000, 25, 16062, 0.5
7000, 25, 16062, 0.6
7000, 26, 26836, 0.4
7000, 26, 26836, 0.5
7000, 26, 26836, 0.6
7000, 27, 4249, 0.4
7000, 27, 4249, 0.5
7000, 27, 4249, 0.6
7000, 28, 28089, 0.4
7000, 28, 28089, 0.5
