eCM, nPile, seed, R
7000, 2, 14641, 0.4
7000, 2, 14641, 0.5
7000, 2, 14641, 0.6
7000, 3, 6450, 0.4
7000, 3, 6450, 0.5
7000, 3, 6450, 0.6
7000, 4, 21102, 0.4
7000, 4, 21102, 0.5
7000, 4, 21102, 0.6
7000, 5, 26148, 0.4
7000, 5, 26148, 0.5
7000, 5, 26148, 0.6
7000, 6, 1872, 0.4
7000, 6, 1872, 0.5
7000, 6, 1872, 0.6
7000, 7, 27502, 0.4
7000, 7, 27502, 0.5
7000, 7, 27502, 0.6
7000, 8, 20081, 0.4
7000, 8, 20081, 0.5
7000, 8, 20081, 0.6
7000, 9, 4587, 0.4
7000, 9, 4587, 0.5
7000, 9, 4587, 0.6
7000, 10, 5967, 0.4
7000, 10, 5967, 0.5
7000, 10, 5967, 0.6
7000, 11, 3755, 0.4
7000, 11, 3755, 0.5
7000, 11, 3755, 0.6
7000, 12, 21995, 0.4
7000, 12, 21995, 0.5
7000, 12, 21995, 0.6
7000, 13, 3330, 0.4
7000, 13, 3330, 0.5
7000, 13, 3330, 0.6
7000, 14, 13863, 0.4
7000, 14, 13863, 0.5
7000, 14, 13863, 0.6
7000, 15, 4641, 0.4
7000, 15, 4641, 0.5
7000, 15, 4641, 0.6
7000, 16, 31161, 0.4
7000, 16, 31161, 0.5
7000, 16, 31161, 0.6
7000, 17, 10282, 0.4
7000, 17, 10282, 0.5
7000, 17, 10282, 0.6
7000, 18, 8159, 0.4
7000, 18, 8159, 0.5
7000, 18, 8159, 0.6
7000, 19, 16858, 0.4
7000, 19, 16858, 0.5
7000, 19, 16858, 0.6
7000, 20, 27841, 0.4
7000, 20, 27841, 0.5
7000, 20, 27841, 0.6
7000, 21, 16877, 0.4
7000, 21, 16877, 0.5
7000, 21, 16877, 0.6
7000, 22, 21608, 0.4
7000, 22, 21608, 0.5
7000, 22, 21608, 0.6
7000, 23, 13064, 0.4
7000, 23, 13064, 0.5
7000, 23, 13064, 0.6
7000, 24, 524, 0.4
7000, 24, 524, 0.5
7000, 24, 524, 0.6
7000, 25, 13072, 0.4
7000, 25, 13072, 0.5
7000, 25, 13072, 0.6
7000, 26, 10595, 0.4
7000, 26, 10595, 0.5
7000, 26, 10595, 0.6
7000, 27, 17564, 0.4
7000, 27, 17564, 0.5
7000, 27, 17564, 0.6
7000, 28, 8796, 0.4
7000, 28, 8796, 0.5
7000, 28, 8796, 0.6
7000, 29, 7295, 0.4
7000, 29, 7295, 0.5
7000, 29, 7295, 0.6
7000, 30, 1482, 0.4
7000, 30, 1482, 0.5
7000, 30, 1482, 0.6
7000, 31, 19674, 0.4
7000, 31, 19674, 0.5
7000, 31, 19674, 0.6
7000, 32, 17046, 0.4
7000, 32, 17046, 0.5
7000, 32, 17046, 0.6
7000, 33, 19201, 0.4
7000, 33, 19201, 0.5
7000, 33, 19201, 0.6
7000, 34, 2953, 0.4
7000, 34, 2953, 0.5
7000, 34, 2953, 0.6
7000, 35, 5511, 0.4
7000, 35, 5511, 0.5
7000, 35, 5511, 0.6
7000, 36, 9617, 0.4
7000, 36, 9617, 0.5
7000, 36, 9617, 0.6
7000, 37, 5332, 0.4
7000, 37, 5332, 0.5
7000, 37, 5332, 0.6
7000, 38, 12497, 0.4
7000, 38, 12497, 0.5
7000, 38, 12497, 0.6
7000, 39, 8830, 0.4
7000, 39, 8830, 0.5
7000, 39, 8830, 0.6
7000, 40, 17263, 0.4
7000, 40, 17263, 0.5
7000, 40, 17263, 0.6
7000, 41, 2224, 0.4
7000, 41, 2224, 0.5
7000, 41, 2224, 0.6
7000, 42, 9891, 0.4
7000, 42, 9891, 0.5
7000, 42, 9891, 0.6
7000, 43, 27579, 0.4
7000, 43, 27579, 0.5
7000, 43, 27579, 0.6
7000, 44, 30783, 0.4
7000, 44, 30783, 0.5
7000, 44, 30783, 0.6
7000, 45, 4439, 0.4
7000, 45, 4439, 0.5
7000, 45, 4439, 0.6
7000, 46, 17050, 0.4
7000, 46, 17050, 0.5
7000, 46, 17050, 0.6
7000, 47, 11975, 0.4
7000, 47, 11975, 0.5
7000, 47, 11975, 0.6
7000, 48, 23117, 0.4
7000, 48, 23117, 0.5
7000, 48, 23117, 0.6
7000, 49, 12933, 0.4
7000, 49, 12933, 0.5
7000, 49, 12933, 0.6
7000, 50, 3779, 0.4
7000, 50, 3779, 0.5
7000, 50, 3779, 0.6
14000, 2, 30039, 0.4
14000, 2, 30039, 0.5
14000, 2, 30039, 0.6
14000, 3, 29904, 0.4
14000, 3, 29904, 0.5
14000, 3, 29904, 0.6
14000, 4, 24799, 0.4
14000, 4, 24799, 0.5
14000, 4, 24799, 0.6
14000, 5, 10441, 0.4
14000, 5, 10441, 0.5
14000, 5, 10441, 0.6
14000, 6, 406, 0.4
14000, 6, 406, 0.5
14000, 6, 406, 0.6
14000, 7, 16086, 0.4
14000, 7, 16086, 0.5
14000, 7, 16086, 0.6
14000, 8, 10666, 0.4
14000, 8, 10666, 0.5
14000, 8, 10666, 0.6
14000, 9, 3949, 0.4
14000, 9, 3949, 0.5
14000, 9, 3949, 0.6
14000, 10, 29336, 0.4
14000, 10, 29336, 0.5
14000, 10, 29336, 0.6
14000, 11, 4801, 0.4
14000, 11, 4801, 0.5
14000, 11, 4801, 0.6
