eCM, nPile, seed, R
7000, 2, 28981, 0.4
7000, 2, 28981, 0.5
7000, 2, 28981, 0.6
7000, 3, 32327, 0.4
7000, 3, 32327, 0.5
7000, 3, 32327, 0.6
7000, 4, 2685, 0.4
7000, 4, 2685, 0.5
7000, 4, 2685, 0.6
7000, 5, 27820, 0.4
7000, 5, 27820, 0.5
7000, 5, 27820, 0.6
7000, 6, 22012, 0.4
7000, 6, 22012, 0.5
7000, 6, 22012, 0.6
7000, 7, 26747, 0.4
7000, 7, 26747, 0.5
7000, 7, 26747, 0.6
7000, 8, 3031, 0.4
7000, 8, 3031, 0.5
7000, 8, 3031, 0.6
7000, 9, 29159, 0.4
7000, 9, 29159, 0.5
7000, 9, 29159, 0.6
7000, 10, 18993, 0.4
7000, 10, 18993, 0.5
7000, 10, 18993, 0.6
7000, 11, 31746, 0.4
7000, 11, 31746, 0.5
7000, 11, 31746, 0.6
7000, 12, 6822, 0.4
7000, 12, 6822, 0.5
7000, 12, 6822, 0.6
7000, 13, 15053, 0.4
7000, 13, 15053, 0.5
7000, 13, 15053, 0.6
7000, 14, 10406, 0.4
7000, 14, 10406, 0.5
7000, 14, 10406, 0.6
7000, 15, 21838, 0.4
7000, 15, 21838, 0.5
7000, 15, 21838, 0.6
7000, 16, 17222, 0.4
7000, 16, 17222, 0.5
7000, 16, 17222, 0.6
7000, 17, 1457, 0.4
7000, 17, 1457, 0.5
7000, 17, 1457, 0.6
7000, 18, 17997, 0.4
7000, 18, 17997, 0.5
7000, 18, 17997, 0.6
7000, 19, 5145, 0.4
7000, 19, 5145, 0.5
7000, 19, 5145, 0.6
7000, 20, 6407, 0.4
7000, 20, 6407, 0.5
7000, 20, 6407, 0.6
7000, 21, 26192, 0.4
7000, 21, 26192, 0.5
7000, 21, 26192, 0.6
7000, 22, 25730, 0.4
7000, 22, 25730, 0.5
7000, 22, 25730, 0.6
7000, 23, 23136, 0.4
7000, 23, 23136, 0.5
7000, 23, 23136, 0.6
7000, 24, 30706, 0.4
7000, 24, 30706, 0.5
