eCM, nPile, seed, R
7000, 2, 24353, 0.4
7000, 2, 24353, 0.5
7000, 2, 24353, 0.6
7000, 3, 13477, 0.4
7000, 3, 13477, 0.5
7000, 3, 13477, 0.6
7000, 4, 27737, 0.4
7000, 4, 27737, 0.5
7000, 4, 27737, 0.6
7000, 5, 26024, 0.4
7000, 5, 26024, 0.5
7000, 5, 26024, 0.6
7000, 6, 11927, 0.4
7000, 6, 11927, 0.5
7000, 6, 11927, 0.6
7000, 7, 24638, 0.4
7000, 7, 24638, 0.5
7000, 7, 24638, 0.6
7000, 8, 14500, 0.4
7000, 8, 14500, 0.5
7000, 8, 14500, 0.6
7000, 9, 28235, 0.4
7000, 9, 28235, 0.5
7000, 9, 28235, 0.6
7000, 10, 9658, 0.4
7000, 10, 9658, 0.5
7000, 10, 9658, 0.6
7000, 11, 12636, 0.4
7000, 11, 12636, 0.5
7000, 11, 12636, 0.6
7000, 12, 16584, 0.4
7000, 12, 16584, 0.5
7000, 12, 16584, 0.6
7000, 13, 10202, 0.4
7000, 13, 10202, 0.5
7000, 13, 10202, 0.6
7000, 14, 14024, 0.4
7000, 14, 14024, 0.5
7000, 14, 14024, 0.6
7000, 15, 16707, 0.4
7000, 15, 16707, 0.5
7000, 15, 16707, 0.6
7000, 16, 14116, 0.4
7000, 16, 14116, 0.5
7000, 16, 14116, 0.6
7000, 17, 15733, 0.4
7000, 17, 15733, 0.5
7000, 17, 15733, 0.6
7000, 18, 8322, 0.4
7000, 18, 8322, 0.5
7000, 18, 8322, 0.6
7000, 19, 2226, 0.4
7000, 19, 2226, 0.5
7000, 19, 2226, 0.6
7000, 20, 6597, 0.4
7000, 20, 6597, 0.5
7000, 20, 6597, 0.6
7000, 21, 2786, 0.4
7000, 21, 2786, 0.5
7000, 21, 2786, 0.6
7000, 22, 12854, 0.4
7000, 22, 12854, 0.5
7000, 22, 12854, 0.6
7000, 23, 13736, 0.4
7000, 23, 13736, 0.5
7000, 23, 13736, 0.6
7000, 24, 28200, 0.4
7000, 24, 28200, 0.5
7000, 24, 28200, 0.6
7000, 25, 22540, 0.4
7000, 25, 22540, 0.5
7000, 25, 22540, 0.6
7000, 26, 13175, 0.4
7000, 26, 13175, 0.5
7000, 26, 13175, 0.6
7000, 27, 9175, 0.4
7000, 27, 9175, 0.5
7000, 27, 9175, 0.6
7000, 28, 20099, 0.4
7000, 28, 20099, 0.5
7000, 28, 20099, 0.6
7000, 29, 12032, 0.4
7000, 29, 12032, 0.5
7000, 29, 12032, 0.6
7000, 30, 21492, 0.4
7000, 30, 21492, 0.5
7000, 30, 21492, 0.6
7000, 31, 23665, 0.4
7000, 31, 23665, 0.5
7000, 31, 23665, 0.6
7000, 32, 22052, 0.4
7000, 32, 22052, 0.5
7000, 32, 22052, 0.6
7000, 33, 9218, 0.4
7000, 33, 9218, 0.5
7000, 33, 9218, 0.6
7000, 34, 22159, 0.4
7000, 34, 22159, 0.5
7000, 34, 22159, 0.6
7000, 35, 5886, 0.4
7000, 35, 5886, 0.5
7000, 35, 5886, 0.6
7000, 36, 10020, 0.4
7000, 36, 10020, 0.5
7000, 36, 10020, 0.6
7000, 37, 20470, 0.4
7000, 37, 20470, 0.5
7000, 37, 20470, 0.6
7000, 38, 31359, 0.4
7000, 38, 31359, 0.5
7000, 38, 31359, 0.6
7000, 39, 28239, 0.4
7000, 39, 28239, 0.5
7000, 39, 28239, 0.6
7000, 40, 17017, 0.4
7000, 40, 17017, 0.5
7000, 40, 17017, 0.6
7000, 41, 22496, 0.4
7000, 41, 22496, 0.5
7000, 41, 22496, 0.6
7000, 42, 24998, 0.4
7000, 42, 24998, 0.5
7000, 42, 24998, 0.6
7000, 43, 814, 0.4
7000, 43, 814, 0.5
7000, 43, 814, 0.6
7000, 44, 6145, 0.4
7000, 44, 6145, 0.5
7000, 44, 6145, 0.6
7000, 45, 15367, 0.4
7000, 45, 15367, 0.5
7000, 45, 15367, 0.6
7000, 46, 12861, 0.4
7000, 46, 12861, 0.5
7000, 46, 12861, 0.6
7000, 47, 32351, 0.4
7000, 47, 32351, 0.5
7000, 47, 32351, 0.6
7000, 48, 15217, 0.4
7000, 48, 15217, 0.5
7000, 48, 15217, 0.6
7000, 49, 5789, 0.4
7000, 49, 5789, 0.5
7000, 49, 5789, 0.6
7000, 50, 27257, 0.4
7000, 50, 27257, 0.5
7000, 50, 27257, 0.6
14000, 2, 32592, 0.4
14000, 2, 32592, 0.5
14000, 2, 32592, 0.6
14000, 3, 32186, 0.4
14000, 3, 32186, 0.5
14000, 3, 32186, 0.6
14000, 4, 6419, 0.4
14000, 4, 6419, 0.5
14000, 4, 6419, 0.6
14000, 5, 26075, 0.4
14000, 5, 26075, 0.5
14000, 5, 26075, 0.6
14000, 6, 21981, 0.4
14000, 6, 21981, 0.5
14000, 6, 21981, 0.6
14000, 7, 29590, 0.4
14000, 7, 29590, 0.5
14000, 7, 29590, 0.6
14000, 8, 13515, 0.4
14000, 8, 13515, 0.5
14000, 8, 13515, 0.6
14000, 9, 22215, 0.4
14000, 9, 22215, 0.5
14000, 9, 22215, 0.6
14000, 10, 19817, 0.4
14000, 10, 19817, 0.5
14000, 10, 19817, 0.6
14000, 11, 28484, 0.4
14000, 11, 28484, 0.5
14000, 11, 28484, 0.6
14000, 12, 32702, 0.4
14000, 12, 32702, 0.5
14000, 12, 32702, 0.6
14000, 13, 12909, 0.4
14000, 13, 12909, 0.5
14000, 13, 12909, 0.6
14000, 14, 18042, 0.4
14000, 14, 18042, 0.5
14000, 14, 18042, 0.6
14000, 15, 5020, 0.4
14000, 15, 5020, 0.5
14000, 15, 5020, 0.6
14000, 16, 13610, 0.4
14000, 16, 13610, 0.5
14000, 16, 13610, 0.6
14000, 17, 13314, 0.4
14000, 17, 13314, 0.5
14000, 17, 13314, 0.6
14000, 18, 18041, 0.4
14000, 18, 18041, 0.5
14000, 18, 18041, 0.6
14000, 19, 20126, 0.4
14000, 19, 20126, 0.5
14000, 19, 20126, 0.6
14000, 20, 9055, 0.4
14000, 20, 9055, 0.5
14000, 20, 9055, 0.6
14000, 21, 3676, 0.4
14000, 21, 3676, 0.5
14000, 21, 3676, 0.6
14000, 22, 28093, 0.4
14000, 22, 28093, 0.5
14000, 22, 28093, 0.6
14000, 23, 13166, 0.4
14000, 23, 13166, 0.5
14000, 23, 13166, 0.6
14000, 24, 11083, 0.4
14000, 24, 11083, 0.5
14000, 24, 11083, 0.6
14000, 25, 3356, 0.4
14000, 25, 3356, 0.5
14000, 25, 3356, 0.6
14000, 26, 25081, 0.4
14000, 26, 25081, 0.5
14000, 26, 25081, 0.6
14000, 27, 18973, 0.4
14000, 27, 18973, 0.5
14000, 27, 18973, 0.6
14000, 28, 3401, 0.4
14000, 28, 3401, 0.5
14000, 28, 3401, 0.6
14000, 29, 30502, 0.4
14000, 29, 30502, 0.5
14000, 29, 30502, 0.6
14000, 30, 1325, 0.4
14000, 30, 1325, 0.5
14000, 30, 1325, 0.6
