eCM, nPile, seed, R
7000, 2, 28515, 0.4
7000, 2, 28515, 0.5
7000, 2, 28515, 0.6
7000, 3, 2293, 0.4
7000, 3, 2293, 0.5
7000, 3, 2293, 0.6
7000, 4, 23351, 0.4
7000, 4, 23351, 0.5
7000, 4, 23351, 0.6
7000, 5, 15837, 0.4
7000, 5, 15837, 0.5
7000, 5, 15837, 0.6
7000, 6, 7272, 0.4
7000, 6, 7272, 0.5
7000, 6, 7272, 0.6
7000, 7, 9720, 0.4
7000, 7, 9720, 0.5
7000, 7, 9720, 0.6
7000, 8, 28197, 0.4
7000, 8, 28197, 0.5
7000, 8, 28197, 0.6
7000, 9, 1873, 0.4
7000, 9, 1873, 0.5
7000, 9, 1873, 0.6
7000, 10, 6178, 0.4
7000, 10, 6178, 0.5
7000, 10, 6178, 0.6
7000, 11, 11635, 0.4
7000, 11, 11635, 0.5
7000, 11, 11635, 0.6
7000, 12, 8909, 0.4
7000, 12, 8909, 0.5
7000, 12, 8909, 0.6
7000, 13, 32296, 0.4
7000, 13, 32296, 0.5
7000, 13, 32296, 0.6
7000, 14, 10479, 0.4
7000, 14, 10479, 0.5
7000, 14, 10479, 0.6
7000, 15, 16580, 0.4
7000, 15, 16580, 0.5
7000, 15, 16580, 0.6
7000, 16, 13781, 0.4
7000, 16, 13781, 0.5
7000, 16, 13781, 0.6
7000, 17, 2694, 0.4
7000, 17, 2694, 0.5
7000, 17, 2694, 0.6
7000, 18, 2112, 0.4
7000, 18, 2112, 0.5
7000, 18, 2112, 0.6
7000, 19, 22503, 0.4
7000, 19, 22503, 0.5
7000, 19, 22503, 0.6
7000, 20, 23281, 0.4
7000, 20, 23281, 0.5
7000, 20, 23281, 0.6
7000, 21, 22452, 0.4
7000, 21, 22452, 0.5
7000, 21, 22452, 0.6
7000, 22, 16779, 0.4
7000, 22, 16779, 0.5
7000, 22, 16779, 0.6
7000, 23, 19514, 0.4
7000, 23, 19514, 0.5
