eCM, nPile, seed, R
7000, 2, 8901, 0.4
7000, 2, 8901, 0.5
7000, 2, 8901, 0.6
7000, 3, 32004, 0.4
7000, 3, 32004, 0.5
7000, 3, 32004, 0.6
7000, 4, 14926, 0.4
7000, 4, 14926, 0.5
7000, 4, 14926, 0.6
7000, 5, 9194, 0.4
7000, 5, 9194, 0.5
7000, 5, 9194, 0.6
7000, 6, 4791, 0.4
7000, 6, 4791, 0.5
7000, 6, 4791, 0.6
7000, 7, 21452, 0.4
7000, 7, 21452, 0.5
7000, 7, 21452, 0.6
7000, 8, 5325, 0.4
7000, 8, 5325, 0.5
7000, 8, 5325, 0.6
7000, 9, 30438, 0.4
7000, 9, 30438, 0.5
7000, 9, 30438, 0.6
7000, 10, 15691, 0.4
7000, 10, 15691, 0.5
7000, 10, 15691, 0.6
7000, 11, 10769, 0.4
7000, 11, 10769, 0.5
7000, 11, 10769, 0.6
7000, 12, 29510, 0.4
7000, 12, 29510, 0.5
7000, 12, 29510, 0.6
7000, 13, 18329, 0.4
7000, 13, 18329, 0.5
7000, 13, 18329, 0.6
7000, 14, 16382, 0.4
7000, 14, 16382, 0.5
7000, 14, 16382, 0.6
7000, 15, 31447, 0.4
7000, 15, 31447, 0.5
7000, 15, 31447, 0.6
7000, 16, 27115, 0.4
7000, 16, 27115, 0.5
7000, 16, 27115, 0.6
7000, 17, 25547, 0.4
7000, 17, 25547, 0.5
7000, 17, 25547, 0.6
7000, 18, 18006, 0.4
7000, 18, 18006, 0.5
7000, 18, 18006, 0.6
7000, 19, 29492, 0.4
7000, 19, 29492, 0.5
7000, 19, 29492, 0.6
7000, 20, 5663, 0.4
7000, 20, 5663, 0.5
7000, 20, 5663, 0.6
7000, 21, 1584, 0.4
7000, 21, 1584, 0.5
7000, 21, 1584, 0.6
7000, 22, 32221, 0.4
7000, 22, 32221, 0.5
7000, 22, 32221, 0.6
7000, 23, 5495, 0.4
7000, 23, 5495, 0.5
7000, 23, 5495, 0.6
7000, 24, 32497, 0.4
7000, 24, 32497, 0.5
7000, 24, 32497, 0.6
7000, 25, 16589, 0.4
7000, 25, 16589, 0.5
7000, 25, 16589, 0.6
7000, 26, 2644, 0.4
7000, 26, 2644, 0.5
7000, 26, 2644, 0.6
7000, 27, 26583, 0.4
7000, 27, 26583, 0.5
7000, 27, 26583, 0.6
7000, 28, 30864, 0.4
7000, 28, 30864, 0.5
7000, 28, 30864, 0.6
7000, 29, 28267, 0.4
7000, 29, 28267, 0.5
7000, 29, 28267, 0.6
7000, 30, 3328, 0.4
7000, 30, 3328, 0.5
7000, 30, 3328, 0.6
7000, 31, 17175, 0.4
7000, 31, 17175, 0.5
7000, 31, 17175, 0.6
7000, 32, 23308, 0.4
7000, 32, 23308, 0.5
7000, 32, 23308, 0.6
7000, 33, 4052, 0.4
7000, 33, 4052, 0.5
7000, 33, 4052, 0.6
7000, 34, 24892, 0.4
7000, 34, 24892, 0.5
7000, 34, 24892, 0.6
7000, 35, 19796, 0.4
7000, 35, 19796, 0.5
7000, 35, 19796, 0.6
7000, 36, 28256, 0.4
7000, 36, 28256, 0.5
7000, 36, 28256, 0.6
7000, 37, 9995, 0.4
7000, 37, 9995, 0.5
7000, 37, 9995, 0.6
7000, 38, 3724, 0.4
7000, 38, 3724, 0.5
7000, 38, 3724, 0.6
